3,2
76,4
434,6
633,8
989,11
2582,12
2588,15
2596,20
2598,22
2599,24
2601,27
3389,34
3420,42
8497,59
29864,80
41926,92
88005,121
92434,162
145055,216
145777,268
146531,347
147581,374
158760,422
223540,448
223607,526
274822,534
325177,545
325612,624
325762,665
326677,715
326910,796
327019,841
327655,941
327834,1000
327898,1120
328381,1231
328653,1356
328697,1441
329112,1559
329118,1675
339673,1738
343978,1850
467408,1875
485378,1993
575032,2023
575223,2036
582570,2072
593597,2073
598809,2152
604497,2197
605138,2225
606014,2289
615798,2307
621427,2335
626418,2430
637574,2542
645742,2544
646641,2634
646776,2644
649975,2722
657358,2808
661190,2877
664234,2954
665141,3068
665619,3086
671878,3149
680603,3201
680839,3354
686088,3515
710819,3668
716902,3688
722680,3819
724277,3964
725288,4092
725701,4181
731200,4316
731394,4321
735751,4386
764201,4415
764387,4476
